EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,Heure moyenne par jour sur l'annee,Nombre de jour travailles
871,36,0,3,Sales,21,3,0,2,Human Resources,23290,3,15,0,9,2,3,0,2,1,3,3,08:17:55,235
872,42,0,2,Research & Development,8,2,1,5,Manager,40140,8,13,1,24,3,1,0,1,4,3,3,05:35:00,243
873,35,0,2,Sales,4,3,1,2,Laboratory Technician,74030,1,12,1,10,4,10,6,8,2,2,3,05:58:32,244
874,34,0,3,Research & Development,25,1,1,1,Manager,22590,1,14,0,8,2,8,7,7,4,2,3,05:19:45,232
875,40,0,2,Research & Development,1,4,0,2,Laboratory Technician,69320,1,13,0,5,5,5,1,2,4,3,3,05:50:42,235
876,43,0,2,Research & Development,1,1,0,1,Manager,46780,5,25,1,8,0,6,0,2,4,3,4,06:08:30,228
877,35,0,2,Sales,6,3,1,3,Sales Representative,135820,1,17,1,1,3,1,0,1,3,2,2,06:32:07,233
878,46,0,2,Research & Development,12,4,0,1,Laboratory Technician,23320,1,11,0,27,2,26,0,12,4,1,3,06:05:36,241
879,28,1,2,Human Resources,1,3,1,2,Laboratory Technician,24130,1,16,1,1,2,1,0,0,3,3,3,07:38:36,237
880,22,0,1,Sales,17,2,0,3,Sales Executive,97050,1,18,2,4,3,4,1,3,2,2,2,08:03:56,237
881,50,0,3,Research & Development,3,3,0,2,Research Scientist,42940,2,20,0,32,2,30,12,13,2,3,2,08:46:31,243
882,32,0,2,Research & Development,3,2,0,3,Research Scientist,47210,3,14,1,6,3,3,0,2,2,3,3,05:38:23,232
883,44,0,2,Research & Development,10,3,0,3,Manager,25190,0,21,2,23,2,22,1,10,2,2,3,08:10:29,243
884,30,0,2,Research & Development,4,3,1,1,Research Director,21210,1,13,1,6,2,6,1,1,2,2,3,05:51:30,233
885,45,0,2,Sales,29,2,1,2,Research Scientist,29730,1,12,0,10,2,10,1,4,3,3,3,08:21:54,246
886,45,0,1,Sales,2,4,0,2,Manufacturing Director,58550,1,14,1,10,3,10,4,5,1,3,2,07:03:37,233
887,31,0,3,Research & Development,7,3,0,2,Research Scientist,36170,7,21,1,10,5,5,0,3,4,3,3,06:22:42,233
888,36,0,2,Research & Development,18,1,0,2,Manufacturing Director,67250,9,17,1,7,3,3,1,1,3,3,3,10:14:52,245
889,34,0,3,Sales,28,4,0,5,Manufacturing Director,103250,1,11,1,9,3,9,7,2,3,3,2,05:35:16,239
890,49,0,2,Research & Development,1,4,0,3,Healthcare Representative,69490,1,14,1,10,2,9,1,4,3,2,3,06:40:51,239
891,39,0,2,Research & Development,6,2,0,3,Research Scientist,106090,2,17,1,10,2,7,7,7,2,3,3,05:47:14,230
892,27,0,2,Research & Development,2,1,0,4,Research Scientist,44470,1,13,0,7,4,7,0,7,4,3,3,05:40:14,243
893,35,0,2,Research & Development,2,3,1,2,Sales Executive,21570,1,25,0,16,1,16,1,10,2,3,2,06:50:45,235
894,28,0,2,Research & Development,23,3,0,3,Manufacturing Director,46010,0,15,2,6,2,5,0,0,2,2,3,06:47:25,240
895,21,0,2,Research & Development,3,1,1,1,Laboratory Technician,170990,1,14,1,3,2,2,2,2,3,3,3,07:05:45,235
896,18,1,3,Research & Development,3,5,0,1,Research Director,24790,1,12,1,0,2,0,0,0,2,4,2,07:49:07,243
897,47,0,2,Research & Development,25,4,0,2,Research Scientist,148520,3,19,3,27,3,5,1,0,4,3,2,05:36:00,242
898,39,0,2,Sales,2,4,0,1,Laboratory Technician,72640,0,17,0,11,5,10,0,7,3,3,3,05:56:55,226
899,40,0,2,Research & Development,22,1,0,1,Laboratory Technician,56660,1,14,1,18,2,18,14,12,1,3,3,06:41:09,230
900,35,0,1,Research & Development,29,3,1,2,Sales Executive,78230,1,13,1,15,3,14,2,9,3,3,3,05:27:23,230
901,37,0,2,Research & Development,29,4,0,1,Laboratory Technician,78800,3,12,1,9,2,4,0,2,3,2,4,07:19:13,239
902,39,0,3,Research & Development,2,3,1,2,Manager,131940,0,11,0,10,2,9,3,8,1,1,3,05:55:13,232
903,45,0,2,Research & Development,28,3,1,2,Laboratory Technician,50670,1,11,2,10,3,10,3,9,4,3,2,06:47:04,242
904,38,0,2,Research & Development,2,4,1,3,Sales Executive,50790,3,11,0,10,3,5,0,2,4,4,3,08:33:35,233
905,35,1,2,Research & Development,2,3,0,3,Healthcare Representative,23210,9,12,1,15,0,13,6,0,4,3,3,05:29:12,240
906,37,0,2,Research & Development,22,3,1,2,Healthcare Representative,174440,1,14,0,8,4,8,7,7,2,1,3,07:01:45,231
907,40,0,2,Research & Development,8,3,1,2,Healthcare Representative,24040,6,17,0,18,2,4,3,3,3,2,2,08:26:27,240
908,44,0,3,Sales,2,2,0,1,Laboratory Technician,34520,4,11,1,14,2,10,0,2,1,3,2,07:38:19,232
909,48,0,3,Sales,10,4,1,3,Manager,22700,2,14,3,23,2,2,2,2,3,3,3,06:12:45,228
910,35,1,2,Research & Development,9,3,0,2,Manager,173990,6,12,0,7,3,2,2,2,NA,2,1,09:40:26,236
911,24,0,3,Research & Development,15,3,0,2,Research Scientist,54880,1,22,1,6,6,6,1,3,1,3,3,07:57:20,239
912,27,0,2,Sales,10,4,0,3,Sales Executive,194190,7,14,1,5,2,3,0,2,2,3,1,06:19:08,230
913,27,0,3,Research & Development,7,3,0,1,Research Scientist,28110,2,20,0,6,3,4,1,2,4,2,3,05:58:05,243
914,40,1,2,Sales,16,4,0,1,Research Director,36330,3,16,2,10,0,4,0,3,1,1,3,09:48:13,244
915,29,0,2,Research & Development,20,1,1,2,Manager,41630,9,15,1,8,4,5,1,4,3,3,2,06:34:05,235
916,36,0,2,Research & Development,23,3,1,3,Sales Executive,21320,4,20,0,9,1,3,0,2,2,3,2,07:02:10,233
917,25,0,3,Sales,5,1,0,4,Manufacturing Director,139730,1,14,0,7,3,7,0,7,4,3,2,05:26:38,233
918,39,0,2,Sales,10,3,1,2,Research Director,26840,4,12,0,7,2,5,1,0,4,3,3,06:02:49,233
919,49,0,2,Sales,4,2,0,2,Research Director,108450,3,24,0,27,4,4,1,2,1,3,2,07:08:36,239
920,50,0,2,Research & Development,2,2,0,3,Sales Executive,43770,5,12,1,19,2,14,1,11,4,3,2,07:09:43,240
921,20,0,2,Research & Development,18,4,1,2,Sales Executive,37430,1,13,1,2,2,2,2,2,3,3,3,05:54:54,233
922,34,0,2,Research & Development,10,3,0,3,Laboratory Technician,41480,1,11,0,11,3,11,7,9,4,3,3,06:52:48,233
923,36,0,2,Research & Development,1,3,1,2,Healthcare Representative,10510,2,14,0,15,2,4,1,3,1,3,3,05:13:46,228
924,49,0,2,Human Resources,6,2,1,2,Research Scientist,107390,2,11,3,30,3,15,2,12,3,3,3,07:52:50,242
925,36,0,1,Research & Development,8,4,0,4,Laboratory Technician,103880,0,14,0,4,2,3,1,2,4,3,3,07:20:40,241
926,36,0,2,Research & Development,2,2,1,2,Healthcare Representative,114160,6,16,0,13,2,5,0,4,4,3,3,05:45:14,238
927,54,0,2,Sales,24,3,0,1,Laboratory Technician,26000,3,14,0,36,5,10,4,7,2,3,3,06:41:00,230
928,43,0,2,Research & Development,2,4,1,1,Research Scientist,24220,1,11,1,14,2,14,6,11,3,3,3,07:04:36,242
929,35,1,3,Research & Development,17,4,0,1,Research Director,54720,3,11,1,13,3,11,6,7,4,4,2,07:25:00,230
930,38,0,3,Research & Development,19,2,0,2,Research Scientist,24510,7,12,1,19,3,13,2,9,4,4,3,06:40:27,242
931,29,0,2,Research & Development,1,2,0,2,Sales Representative,42400,1,14,0,10,2,10,0,9,1,2,2,09:57:59,243
932,33,0,2,Research & Development,7,3,0,5,Sales Executive,109990,1,18,3,6,3,6,0,4,4,3,2,05:34:37,227
933,32,0,2,Research & Development,5,4,0,5,Research Scientist,50030,NA,13,0,10,5,9,1,6,4,2,3,05:45:53,228
934,31,0,2,Research & Development,28,4,1,2,Sales Executive,127420,1,11,0,10,4,10,0,2,1,3,2,06:51:09,242
935,49,0,2,Research & Development,2,4,0,1,Laboratory Technician,42270,4,18,0,17,3,2,2,2,4,2,2,08:43:46,235
936,38,0,3,Sales,29,2,1,1,Sales Executive,39170,1,15,3,4,2,4,3,3,4,3,3,07:12:31,241
937,47,0,2,Research & Development,1,4,0,3,Laboratory Technician,183030,6,22,1,29,2,3,1,2,2,3,2,06:01:01,234
938,49,0,2,Research & Development,21,3,0,2,Manufacturing Director,23800,4,13,0,23,3,8,0,0,3,3,1,05:49:27,238
939,41,0,2,Research & Development,24,4,1,4,Manager,137260,3,12,0,21,6,2,0,2,4,3,4,10:07:10,241
940,20,0,2,Research & Development,1,3,0,1,Sales Representative,47770,1,18,1,2,3,2,0,2,4,3,3,07:06:48,241
941,33,0,1,Research & Development,18,2,1,2,Healthcare Representative,63850,1,13,0,7,6,6,1,2,3,3,2,08:36:55,237
942,36,0,2,Research & Development,2,2,0,3,Sales Executive,199730,6,12,0,10,2,3,0,2,1,2,3,05:12:19,228
943,44,0,2,Research & Development,9,3,1,3,Healthcare Representative,68610,4,12,0,8,2,2,2,2,3,3,2,07:36:42,233
944,23,1,2,Human Resources,6,3,1,3,Laboratory Technician,49690,1,12,0,5,3,5,1,2,4,3,3,07:26:33,240
945,38,0,2,Research & Development,11,2,0,1,Sales Executive,198450,7,11,1,7,3,0,0,0,4,2,3,06:45:56,239
946,53,0,2,Research & Development,24,3,0,4,Research Director,133200,3,11,0,11,2,4,1,2,2,3,3,07:11:38,234
947,48,1,3,Sales,10,2,0,1,Healthcare Representative,63470,2,12,1,19,3,9,7,7,4,3,1,08:58:26,237
948,32,1,2,Sales,1,3,0,2,Research Scientist,27430,1,19,1,1,2,1,0,0,4,3,3,06:57:02,241
949,26,0,1,Research & Development,18,2,0,1,Human Resources,108800,1,23,1,7,5,7,5,7,4,3,3,06:44:58,245
950,55,0,2,Research & Development,23,1,0,5,Laboratory Technician,23420,5,11,2,8,2,4,1,2,1,3,3,07:15:28,246
951,34,0,2,Sales,28,3,1,2,Research Scientist,176500,1,19,1,15,6,15,4,13,2,4,1,07:05:00,232
952,60,0,2,Sales,17,4,0,1,Manager,40250,3,13,1,19,5,1,0,0,3,4,2,05:34:00,233
953,33,0,2,Sales,3,3,0,3,Manager,97250,1,11,0,14,0,14,2,13,2,3,3,06:53:31,231
954,37,0,3,Research & Development,13,3,0,1,Laboratory Technician,119040,1,12,1,6,4,6,1,3,3,2,3,06:03:52,243
955,34,0,2,Research & Development,7,2,0,1,Healthcare Representative,21770,1,13,0,10,5,10,8,7,2,3,3,06:16:23,232
956,23,1,2,Research & Development,12,2,0,2,Research Scientist,75250,1,14,2,3,2,3,0,2,3,3,3,08:39:19,245
957,44,0,2,Human Resources,1,3,0,1,Research Scientist,48340,1,14,0,9,1,8,6,7,3,3,4,07:47:19,239
958,35,0,3,Research & Development,13,3,0,3,Sales Executive,20420,0,16,0,6,2,5,1,4,1,4,3,07:17:08,233
959,43,0,2,Research & Development,25,4,0,2,Sales Executive,22200,1,11,0,10,2,10,8,8,4,3,1,07:26:32,240
960,24,0,2,Research & Development,6,3,0,3,Sales Executive,10520,1,13,0,5,3,5,0,4,3,3,3,06:08:44,239
961,41,0,2,Sales,6,4,0,1,Research Scientist,28210,1,17,0,10,3,10,8,7,4,3,3,06:13:34,231
962,29,0,2,Research & Development,2,2,0,2,Research Scientist,192370,9,11,1,9,2,5,1,2,4,3,3,07:00:53,231
963,36,0,2,Human Resources,1,4,1,3,Research Scientist,41070,3,11,1,17,2,13,6,7,3,2,1,05:33:50,231
964,45,0,1,Sales,2,3,1,2,Manufacturing Director,83960,3,15,2,25,3,23,14,4,3,2,2,05:43:05,237
965,24,1,2,Sales,6,2,1,2,Manager,20070,1,12,0,1,2,1,0,0,4,3,2,05:47:44,237
966,47,1,3,Research & Development,1,3,1,2,Sales Executive,196270,7,11,2,25,1,23,14,10,3,1,3,06:09:45,237
967,26,0,2,Research & Development,9,1,0,1,Sales Executive,106860,1,14,1,3,2,3,0,2,4,4,3,07:14:48,245
968,45,0,2,Research & Development,1,4,0,1,Research Director,29420,1,22,1,21,4,21,8,6,4,3,3,05:43:17,227
969,32,0,3,Sales,1,1,0,2,Laboratory Technician,88580,6,16,1,10,2,5,1,3,1,2,3,05:58:54,226
970,31,0,2,Research & Development,14,2,0,1,Sales Executive,167560,1,11,2,6,5,5,0,3,2,4,3,06:16:53,228
971,41,0,1,Sales,2,2,0,2,Research Scientist,107980,6,14,2,10,5,3,1,2,3,3,1,06:50:06,231
972,40,0,2,Research & Development,22,2,0,1,Healthcare Representative,23230,2,16,1,18,2,1,0,0,2,3,3,08:53:03,237
973,24,0,2,Research & Development,3,3,1,1,Research Scientist,14160,1,15,1,6,3,6,1,2,2,4,2,05:19:31,232
974,46,0,2,Research & Development,6,3,0,4,Sales Executive,46150,6,12,0,19,3,10,0,9,3,3,2,07:04:56,244
975,35,0,2,Sales,8,4,0,1,Laboratory Technician,24610,2,20,1,17,4,7,0,7,4,3,3,06:23:25,226
976,30,0,2,Sales,9,4,0,1,Laboratory Technician,87220,1,17,1,10,3,10,0,8,2,2,3,06:23:04,229
977,47,0,1,Research & Development,3,2,1,2,Sales Executive,39550,7,12,1,4,5,1,0,0,3,1,3,06:55:21,235
978,46,0,2,Research & Development,1,4,1,3,Sales Executive,99570,4,20,0,13,1,10,0,3,3,2,3,08:40:23,231
979,36,1,2,Research & Development,1,3,0,2,Manufacturing Director,33760,5,20,0,16,3,2,2,2,2,3,3,09:30:08,239
980,32,1,2,Research & Development,26,3,1,2,Research Director,88230,6,13,2,10,3,0,0,0,1,3,3,06:30:13,242
981,23,0,2,Sales,6,4,0,3,Manufacturing Director,103220,1,14,2,3,2,3,1,2,3,1,3,05:25:34,235
982,31,0,3,Sales,3,3,0,2,Sales Executive,46210,2,18,1,9,3,5,1,4,4,2,3,05:53:31,238
983,39,0,1,Research & Development,3,3,1,2,Manufacturing Director,109760,1,11,0,9,3,9,5,8,4,3,2,09:39:05,247
984,32,0,2,Research & Development,6,3,0,1,Research Scientist,36600,3,11,2,10,0,4,0,2,4,1,2,07:07:58,245
985,40,0,2,Sales,6,3,0,3,Manufacturing Director,104820,1,11,1,21,6,21,12,8,2,2,2,07:21:41,243
986,45,0,2,Research & Development,19,4,0,1,Sales Representative,71190,4,15,0,9,2,5,0,3,3,4,3,07:09:35,240
987,30,0,3,Sales,9,3,0,1,Research Director,95820,0,12,1,10,2,9,0,7,4,3,3,05:39:06,237
988,24,0,3,Sales,3,4,0,1,Sales Executive,45080,0,11,1,3,5,2,2,1,1,NA,3,05:21:29,235
989,30,1,3,Research & Development,10,3,1,1,Human Resources,22070,6,14,0,6,4,4,1,2,3,2,3,05:55:11,230
990,31,0,2,Research & Development,3,2,0,3,Laboratory Technician,77560,1,15,2,6,3,5,0,2,1,3,4,06:42:20,230
991,27,0,2,Sales,3,3,0,1,Manager,66940,1,13,1,6,2,6,1,4,3,2,2,05:31:51,229
992,29,1,2,Sales,4,3,0,5,Research Scientist,36910,1,13,0,2,3,2,2,2,2,3,3,05:58:17,229
993,29,0,3,Research & Development,8,4,1,1,Sales Executive,23770,8,21,1,10,2,3,0,2,4,4,3,08:05:47,240
994,30,0,2,Sales,7,3,0,3,Sales Executive,23130,2,11,0,12,5,7,1,7,3,3,3,07:06:27,231
995,34,0,2,Research & Development,1,2,1,2,Healthcare Representative,176650,0,11,0,6,5,5,1,2,4,3,2,09:01:19,237
996,33,0,1,Research & Development,2,4,0,1,Sales Representative,25960,8,14,1,13,4,11,1,7,4,2,3,06:27:09,228
997,49,0,2,Sales,3,4,0,1,Sales Executive,47280,3,11,1,8,4,5,0,4,4,4,3,07:15:19,246
998,33,1,2,Research & Development,10,3,0,1,Sales Executive,43020,2,13,0,11,3,0,0,0,1,2,1,07:13:54,228
999,38,0,3,Research & Development,28,3,0,1,Healthcare Representative,29790,4,12,1,9,3,6,0,5,3,2,3,07:23:44,245
1000,31,1,2,Human Resources,9,4,0,2,Laboratory Technician,168850,2,14,2,10,2,1,0,0,1,3,3,05:44:30,242
1001,29,0,2,Research & Development,3,4,1,2,Sales Representative,55930,1,13,1,1,3,1,0,0,4,3,3,05:26:54,226
1002,30,0,2,Research & Development,2,1,0,1,Sales Representative,104450,3,18,1,10,3,7,1,7,3,3,3,06:15:03,239
1003,32,0,1,Research & Development,10,4,1,1,Laboratory Technician,87400,2,11,1,12,2,7,0,7,2,3,3,05:15:20,228
1004,38,0,2,Research & Development,8,2,1,1,Manufacturing Director,25140,3,11,0,15,2,1,1,0,2,3,2,08:07:15,235
1005,43,1,3,Research & Development,1,4,0,3,Sales Executive,76550,9,12,1,6,3,1,0,0,3,3,3,07:43:51,240
1006,42,0,2,Human Resources,1,3,1,1,Healthcare Representative,174650,8,13,1,7,3,5,0,4,2,2,3,05:59:32,234
1007,55,0,2,Research & Development,3,2,1,1,Sales Executive,73510,8,20,1,34,3,1,0,0,3,3,3,06:45:40,232
1008,33,0,1,Research & Development,14,3,0,1,Research Scientist,108200,5,12,0,11,2,9,1,7,4,2,3,05:58:04,232
1009,41,0,2,Research & Development,5,3,0,1,Sales Representative,121690,1,19,0,5,2,5,0,4,3,3,3,05:44:00,239
1010,34,0,1,Research & Development,7,4,1,1,Research Scientist,196260,1,21,0,15,5,15,0,7,4,3,2,07:29:08,239
1011,53,0,1,Research & Development,10,4,0,2,Healthcare Representative,20700,4,13,2,27,2,3,0,2,1,2,4,07:12:24,232
1012,43,0,2,Sales,16,2,1,1,Laboratory Technician,67820,0,16,1,10,2,9,1,8,2,3,3,05:27:31,234
1013,34,0,2,Sales,10,2,1,5,Sales Executive,77790,5,12,1,6,2,2,2,2,4,3,3,07:12:06,244
1014,21,1,2,Sales,1,2,0,5,Healthcare Representative,27910,1,14,0,1,3,1,1,0,2,3,4,06:44:30,235
1015,38,0,2,Research & Development,8,2,1,2,Sales Executive,32010,1,11,1,5,3,5,0,4,4,3,2,05:46:07,236
1016,22,1,2,Research & Development,1,3,0,4,Research Scientist,49680,1,14,0,1,3,1,0,0,3,3,3,08:15:56,243
1017,31,0,2,Research & Development,8,5,0,5,Sales Executive,131200,1,12,2,13,6,12,5,7,1,3,2,06:29:02,232
1018,51,0,2,Research & Development,1,4,1,1,Manager,40330,2,14,0,15,2,2,2,2,1,3,3,06:06:08,237
1019,37,0,2,Research & Development,24,1,0,2,Sales Executive,32910,1,16,3,5,2,5,0,3,2,3,2,07:23:38,242
1020,46,0,2,Sales,3,4,1,1,Sales Representative,42720,7,13,0,24,3,2,2,2,3,3,4,09:24:18,245
1021,36,0,2,Research & Development,27,3,1,4,Research Scientist,50560,7,12,0,15,2,12,5,7,4,3,2,08:46:42,240
1022,44,1,3,Sales,10,4,0,1,Research Scientist,28440,1,12,0,6,2,5,2,3,3,2,4,08:10:55,230
1023,37,0,2,Research & Development,19,2,0,2,Sales Executive,27030,2,14,0,19,2,10,4,7,3,2,3,05:20:19,228
1024,35,1,2,Research & Development,15,4,0,2,Research Scientist,19040,1,22,1,10,4,10,7,7,3,3,3,07:32:16,229
1025,33,0,2,Research & Development,8,5,0,2,Laboratory Technician,82240,6,19,0,14,3,10,7,6,4,3,3,07:30:39,245
1026,28,0,2,Sales,9,3,1,2,Sales Executive,47660,1,12,0,5,3,5,0,3,3,4,3,06:29:28,229
1027,39,0,2,Sales,3,4,1,2,Laboratory Technician,26100,7,12,0,9,2,4,2,2,3,3,2,06:18:54,239
1028,46,0,1,Research & Development,9,2,0,2,Manufacturing Director,57310,8,17,0,6,2,2,2,2,2,3,3,06:13:53,243
1029,40,0,2,Research & Development,2,2,0,1,Research Director,25390,4,12,1,7,3,4,0,2,3,2,3,05:48:56,230
1030,42,0,2,Research & Development,7,4,1,2,Laboratory Technician,57140,5,11,0,10,2,0,0,0,2,2,3,05:50:22,231
1031,35,0,1,Sales,10,1,1,2,Research Director,43230,2,18,3,15,3,7,1,7,2,3,3,06:03:47,237
1032,38,0,1,Sales,6,4,0,3,Sales Executive,73360,5,11,0,13,3,11,3,8,1,3,3,07:17:40,244
1033,34,1,3,Research & Development,2,1,0,1,Manufacturing Director,134990,4,23,2,11,2,7,0,7,4,2,4,06:57:23,230
1034,37,1,2,Research & Development,24,3,0,1,Laboratory Technician,137580,1,11,1,10,5,10,0,8,4,1,3,05:46:49,243
1035,39,0,3,Research & Development,2,1,0,2,Healthcare Representative,51550,2,18,1,7,3,2,2,2,3,3,2,05:40:34,239
1036,43,0,1,Human Resources,8,5,1,3,Sales Executive,22580,4,18,0,7,2,3,1,2,1,2,3,06:25:24,226
1037,41,0,2,Research & Development,3,3,0,3,Research Scientist,35970,3,13,1,11,2,3,1,2,2,1,1,07:01:23,235
1038,41,0,2,Research & Development,1,1,0,3,Laboratory Technician,25150,0,18,0,23,2,22,13,5,3,4,2,09:39:04,244
1039,30,0,2,Sales,26,3,1,2,Manager,44200,9,11,0,9,3,7,0,2,1,3,3,06:31:41,241
1040,26,1,2,Human Resources,2,1,1,3,Sales Executive,65780,0,15,2,6,3,5,1,4,4,3,2,07:39:42,230
1041,46,1,2,Research & Development,10,3,0,1,Sales Executive,44220,4,11,1,13,2,9,3,7,4,4,3,07:28:46,245
1042,40,0,2,Sales,27,2,1,3,Sales Executive,102740,4,18,0,12,3,5,0,3,3,3,3,05:53:03,233
1043,34,0,2,Research & Development,2,3,0,2,Laboratory Technician,53430,1,14,0,10,5,10,4,8,2,3,2,06:33:17,232
1044,58,0,1,Research & Development,2,4,0,1,Laboratory Technician,23760,4,12,1,37,3,16,14,14,2,2,3,06:08:56,243
1045,35,0,2,Research & Development,8,1,1,3,Manufacturing Director,53460,0,14,0,6,3,5,0,3,2,4,2,06:28:05,228
1046,47,0,2,Research & Development,19,5,1,2,Research Scientist,28270,8,14,1,28,3,22,14,10,3,3,3,09:38:34,235
1047,40,0,2,Research & Development,1,4,0,2,Manager,199430,2,13,1,15,3,7,7,7,2,3,3,06:33:46,237
1048,54,0,2,Sales,27,4,0,1,Research Scientist,31310,4,14,0,14,3,7,1,7,4,2,2,06:12:56,229
1049,31,0,3,Sales,8,4,1,3,Manufacturing Director,25520,2,18,0,9,2,3,2,2,1,3,3,06:44:41,235
1050,28,0,2,Sales,1,2,0,3,Manager,44770,1,15,0,3,6,3,1,2,3,3,3,06:39:19,230
1051,38,0,2,Research & Development,19,3,1,2,Manufacturing Director,64740,2,13,2,20,3,4,0,3,2,2,1,08:40:25,238
1052,26,0,2,Sales,8,3,1,1,Healthcare Representative,30330,1,12,0,5,2,5,1,2,3,3,2,05:36:21,239
1053,58,0,3,Research & Development,10,4,1,1,Sales Representative,29360,2,13,1,23,3,2,2,2,1,3,3,08:49:02,240
1054,18,0,1,Research & Development,2,3,0,3,Sales Representative,186060,1,24,2,0,4,0,0,0,2,1,3,06:53:25,235
1055,31,1,2,Research & Development,2,3,0,3,Laboratory Technician,21680,0,14,1,2,2,1,0,0,4,3,3,05:30:07,235
1056,29,1,2,Research & Development,8,2,0,1,Manager,28530,4,14,1,4,5,2,2,0,1,3,2,08:05:46,243
1057,45,0,1,Sales,1,4,0,1,Research Scientist,170480,4,15,0,10,3,8,5,7,3,4,2,06:24:10,232
1058,36,0,2,Sales,2,3,1,5,Laboratory Technician,22900,4,11,0,15,5,1,0,0,4,3,3,09:35:49,235
1059,43,0,3,Sales,8,3,0,1,Research Director,36000,1,23,0,7,2,7,7,7,1,3,3,06:09:57,230
1060,27,0,3,Sales,8,4,0,5,Research Scientist,21070,0,13,0,6,2,5,0,2,4,2,3,09:27:47,242
1061,29,0,3,Research & Development,6,2,0,1,Human Resources,41150,1,11,0,11,1,11,3,10,4,4,3,06:59:09,237
1062,32,0,3,Sales,9,4,0,4,Sales Executive,43270,8,13,0,4,4,0,0,0,4,4,3,06:41:55,230
1063,42,0,1,Research & Development,11,3,0,1,Manager,178560,3,18,0,10,2,6,3,3,3,2,3,05:53:38,237
1064,47,0,2,Sales,2,2,1,5,Manager,31960,4,14,1,7,3,2,2,0,2,3,2,05:16:56,226
1065,46,0,2,Human Resources,1,3,1,1,Laboratory Technician,190810,3,21,0,12,2,9,4,7,4,2,3,06:35:58,238
1066,28,0,1,Research & Development,7,3,0,1,Sales Executive,89660,1,16,1,3,3,3,2,2,3,3,2,06:52:09,233
1067,29,0,2,Research & Development,16,3,1,1,Manufacturing Director,22100,8,11,1,11,4,7,1,6,4,3,3,07:04:45,231
1068,42,0,2,Sales,2,4,1,2,Research Director,45390,4,17,1,8,5,0,0,0,4,3,3,06:05:17,241
1069,32,1,2,Research & Development,1,1,0,2,Laboratory Technician,27410,7,11,0,7,3,2,2,2,3,2,3,09:27:15,237
1070,46,0,2,Research & Development,23,1,0,2,Laboratory Technician,34910,2,14,0,25,0,19,2,8,1,3,3,07:10:38,238
1071,27,0,2,Sales,2,3,1,5,Research Scientist,45410,1,14,2,9,4,9,5,8,2,3,4,06:12:51,229
1072,29,0,2,Research & Development,1,2,0,3,Sales Executive,26780,1,25,1,1,3,1,0,0,4,3,3,07:11:08,235
1073,43,0,2,Research & Development,1,3,0,1,Manufacturing Director,73790,7,13,2,21,3,16,6,14,1,3,2,05:50:35,242
1074,48,0,2,Research & Development,2,3,1,2,Manager,62720,4,14,0,29,3,22,12,9,4,3,2,05:32:34,237
1075,29,1,3,Research & Development,13,2,1,1,Laboratory Technician,52200,1,17,0,1,3,1,1,0,4,2,2,07:42:03,234
1076,46,1,2,Research & Development,4,4,1,2,Sales Representative,27430,5,25,1,14,1,8,0,7,3,3,4,06:56:52,230
1077,27,0,3,Research & Development,16,4,0,3,Healthcare Representative,49980,0,20,2,8,3,7,7,3,4,2,3,07:00:23,238
1078,39,0,2,Research & Development,2,3,0,3,Healthcare Representative,102520,8,13,1,7,3,2,2,2,NA,3,3,05:59:45,240
1079,55,0,2,Research & Development,2,3,1,1,Human Resources,27810,8,13,1,19,2,5,0,4,2,4,3,05:38:14,236
1080,28,0,2,Research & Development,29,2,0,2,Laboratory Technician,68520,1,18,1,1,2,1,0,0,2,3,4,06:06:58,227
1081,30,1,2,Sales,12,4,1,2,Sales Executive,49500,1,12,2,1,3,1,0,0,2,2,3,06:43:13,228
1082,22,1,2,Research & Development,16,2,1,2,Laboratory Technician,35790,1,19,3,1,3,1,0,0,4,3,3,09:46:46,243
1083,36,0,2,Research & Development,11,3,0,1,Sales Executive,131910,1,14,1,10,2,10,1,7,2,3,2,08:26:25,232
1084,31,0,2,Research & Development,2,4,1,5,Manager,103770,1,14,0,10,2,10,0,2,2,3,3,06:45:47,236
1085,34,0,2,Sales,14,2,1,1,Sales Executive,22350,2,14,1,9,2,5,1,0,3,3,3,07:11:20,231
1086,29,0,2,Research & Development,5,5,1,1,Sales Executive,105020,3,12,0,11,4,3,1,2,4,3,2,06:23:01,234
1087,37,0,2,Research & Development,7,2,0,1,Manufacturing Director,20110,5,13,0,16,4,5,0,4,4,3,4,07:44:14,233
1088,35,0,2,Sales,2,1,0,2,Laboratory Technician,18590,0,25,1,4,2,3,0,2,4,3,2,09:44:54,243
1089,45,0,2,Research & Development,3,3,1,2,Sales Executive,37600,0,14,1,10,2,9,3,8,2,2,2,06:35:21,242
1090,36,0,3,Research & Development,5,3,1,4,Manufacturing Director,177790,1,17,1,10,5,10,0,8,2,2,1,05:39:02,227
1091,40,0,2,Research & Development,3,3,0,1,Sales Executive,68330,2,13,0,22,3,19,11,16,1,3,3,06:20:02,244
